は　　む,Kimberly,200204,Japan,917235
Takashi,Ken,200156,Japan,1258202
bagbag3,Chun-Li,200142,Japan,802903
Kazunoko,Jamie,200064,Japan,1682459
1WayToGodJesus,Dee Jay,200037,Israel,1678342
相撲マフィアVT空狩什麼生,Edmond Honda,200010,Japan,2495161
wildlyblue,Jamie,200007,China,2210376
정후야레고좀그만사,Edmond Honda,199972,South Korea,2131415
2BASSA＿twitch,Juri,199948,Japan,1201966
77days | AMTRS,Jamie,199939,Japan,1990668
伊沢マサキ,Ken,199858,Japan,1009093
Kitchenz,Luke,199706,United States,1675824
Psycho,Kimberly,199684,United States,532783
ふにふら,Chun-Li,199638,Japan,2139411
よしちゃん,Dee Jay,199622,Japan,1189063
潭底龙源,Marisa,199614,China,1178379
mattypie,Chun-Li,199596,Japan,30251
TAK0123,Luke,199571,Japan,1531760
Myrken,Luke,199512,Poland,1057001
ごんしゃん,Kimberly,199492,Japan,1458613
fortune,Rashid,199419,Japan,783473
2020Deltron,Ken,199391,United States,1097030
Bonvivant,Manon,199387,Japan,1562332
ねこぢる,Manon,199358,Japan,1483771
reizuYouTube,Ken,199355,Japan,2438546
YOSHI,Ken,199347,Japan,1149463
yamatoto,Ken,199319,Japan,1921904
saikyoalexkun,Lily,199301,Japan,1272573
Chango X,Luke,199216,Chile,2261013
ShowHey,Dee Jay,199177,Japan,2488750
らんでぃ,Manon,199154,Japan,1101697
GODJJ,JP,199024,Other,2084244
Hershel-pc,Dee Jay,198998,Japan,588048
Papinfgc,Luke,198978,Dominican Republic,1737340
ジャークキック,Dee Jay,198950,Japan,842004
VictorGoldch,Edmond Honda,198831,United States,923677
ThreeDollars,Chun-Li,198826,Jamaica,1197795
Haward4th,Ken,198791,Other,1631061
Thai Ming,JP,198741,Germany,1291288
Roxas32,Luke,198669,Japan,950919
抖音关注 大熊gouken,Edmond Honda,198625,China,616823
harumaki01414,Edmond Honda,198601,Japan,1024878
Shalashaska,Dee Jay,198535,France,2499711
bokocho,Dee Jay,198515,Japan,1258147
はるみー,Dhalsim,198503,Japan,1256221
syumai_ssbu,Luke,198467,Japan,1581941
Gooning247,Luke,198400,South Korea,1022768
GANAKEN,Manon,198361,Japan,618580
Vasiliek,A.K.I.,198303,United States,2675510
SpectrumRain,A.K.I.,198254,Japan,2630168
レオ＿00,Rashid,198239,Japan,1969203
NLNL,Cammy,198211,South Korea,2358607
seveku,Marisa,198168,Japan,1463942
Seichi-P(せいち),Ken,198142,Japan,1632761
わるもん,Dee Jay,198126,Japan,1021988
DOMAINEXPANSION,Chun-Li,198119,Japan,1709841
Emuemu,Marisa,198098,Japan,917585
Akuru,Kimberly,198094,Japan,1610988
小路KOG@ギリギリわるくない,Dee Jay,198063,Japan,440341
うりんぼ,JP,198045,Japan,1510559
Motwu,Dee Jay,197975,Japan,1195421
夷夜七次郎,Juri,197964,China,1342419
sasanbo,Chun-Li,197950,Japan,2027462
ちゅうぼう,Cammy,197889,Japan,1122868
DANON,Ken,197884,Japan,1778085
あそ￥12,JP,197880,Japan,1084048
bussan666,Dee Jay,197817,Japan,1492621
かたつむり,Chun-Li,197765,Japan,1907065
Jaeger94,Lily,197765,Germany,2003325
Iquita,Dhalsim,197662,United States,748035
ゲーマニ,Juri,197659,Japan,2642706
辻本夏実,Chun-Li,197625,Japan,1153885
POGO勢,Dee Jay,197609,Japan,916446
Legendary??????,Luke,197583,United States,1561540
たかなみ,Chun-Li,197541,Japan,1207459
icehot77,Luke,197541,Japan,1924240
sonna,Cammy,197467,Other,993417
ShioTaroMaru,Kimberly,197413,Japan,650480
Maroto,Juri,197409,Brazil,691460
だだっだ,Luke,197387,Japan,2205674
IIばんII,Chun-Li,197357,Japan,934978
SHOZAN Twitch,Marisa,197274,Japan,2070049
KyonTyagama,Manon,197247,Japan,848507
だだっだ,Cammy,197167,Japan,2205674
Smowman,A.K.I.,197145,Japan,1898211
uosuke,Dee Jay,197037,Japan,745548
Rikemansbarnet,JP,197031,Sweden,1345873
カピバラさん,Jamie,196916,Japan,810669
Planter,Jamie,196828,Japan,1220370
onitsu345,Blanka,196806,Japan,1428644
Wood Jem Kero,Luke,196763,Japan,1148464
『     』,Dee Jay,196729,Other,1180421
rec_re,Jamie,196677,Japan,1203715
とりっく,Kimberly,196662,Japan,1090598
TAYUTA,Cammy,196617,Japan,929155
PW_Yoshi,Dee Jay,196574,Japan,1066201
さかかね,Lily,196538,Japan,487052
farrah,Manon,196515,Japan,1036962
もたろー,Blanka,196515,Japan,1734536
hoso,Ken,196514,Japan,1969333
宇宙脑魔,Marisa,196513,China,710370
Stormy,Ken,196429,Kuwait,1580264
Tanden Engine,Marisa,196401,United States,913974
エメフロ,Guile,196399,Japan,1285812
3S/SAVATARO,Guile,196308,Japan,1205041
Zhen,Dee Jay,196277,China,610240
tako956402,Kimberly,196242,Japan,1057195
yasungo,Kimberly,196227,Japan,1100999
WORLDCLASS,Ken,196162,South Korea,971860
Airbirdieman187,Ken,196154,Cambodia,1058810
rairai00w0,JP,196152,Japan,1535656
Soony,Manon,196145,South Korea,1105602
DouYu_尼尔,Jamie,196125,China,1783687
给我300块,Dee Jay,196091,China,533412
GAKUSO,JP,195976,Japan,1091140
JPのやま,JP,195766,Japan,2735010
SUNHUI,Manon,195765,China,1212573
天野/amano0128,Dee Jay,195736,Japan,1918487
CA$S$H EYE,Juri,195676,Japan,1100500
ponmusic,Kimberly,195660,Thailand,2179423
ぼんぎぃ,Blanka,195620,Japan,2479656
クロブチ,A.K.I.,195618,Japan,1723122
ポエムパン,Rashid,195572,Japan,1173034
Ravenda87,Dee Jay,195512,Other,1317006
bbboxheaddd,Guile,195475,Other,1925242
HeyyPepito,Luke,195442,France,1874652
HARUGENi,Luke,195440,Other,1197294
llwanll,Dee Jay,195430,Japan,1092144
マサラタウンのマサトシ,Chun-Li,195417,Japan,1086387
R.200won,Marisa,195351,South Korea,859333
HLザベス,A.K.I.,195321,Japan,1015755
TTV Teiga,Ryu,195303,Trinidad and Tobago,1249796
bekobeko,JP,195297,Japan,628339
ジュソ。,Marisa,195288,Japan,1005691
jbsn05,Guile,195271,China,754825
Schenkhan,Jamie,195265,Australia,2028721
AndyenigmaTTV,Ken,195233,Costa Rica,907035
aiai,Juri,195226,Japan,1188250
のりおさん,Ken,195217,Japan,1417143
Light,Ken,195149,United States,1772991
うたひろ,Ken,195120,Japan,1106230
hb46,Guile,195101,Japan,2530192
namekuzi,JP,195062,Japan,835195
ベビベビベイビベイブベイベー,Jamie,195062,Japan,1648152
Zambambo,Chun-Li,194981,Ireland,1385680
DiegoFelix,Ryu,194960,Brazil,1126400
PRO7OTYPE,Edmond Honda,194928,United States,1237974
sumo,Cammy,194920,Japan,986709
game-is-wack,JP,194918,United States,1071151
くるぶし,JP,194855,Japan,164191
Mr_cooolpig,JP,194847,Japan,762743
ねこじゃ,A.K.I.,194810,Japan,2053586
t4crow_2077,Juri,194785,Japan,1931195
はせごん,Ken,194742,Japan,1270237
ComputedMusica,Jamie,194486,Spain,1801704
Dual_Kevin,Luke,194396,Peru,1338906
GTWxPWS|Qiuqiu,Dee Jay,194359,China,11127
cola321,JP,194310,Other,1252470
とぐろ1/2,Luke,194283,Japan,2155944
ハマシカ,Ken,194240,Japan,850657
spacedog2,Rashid,194227,Japan,1559827
PUNKLEI,Marisa,194208,China,1292869
Lord-Pikoro,Blanka,194190,Peru,1213612
台灣菜雞偉,Blanka,194114,Barbados,603605
mss-20,Juri,194053,Japan,1128176
オジコフ,Juri,194043,Japan,996411
mishie,Lily,194041,Japan,1043548
airjordan43,Blanka,194019,United States,362680
gdw92,Cammy,194010,Japan,928182
Saitama,Guile,193981,Algeria,670321
low_trunks,Juri,193927,United States,2265004
HandScar,Dee Jay,193895,Italy,1405690
psycho upper,Ken,193822,Japan,1644326
ゆーけー,Jamie,193817,Japan,921604
SETHsational,Marisa,193748,United States,2066748
Karusawa,Manon,193744,Japan,1272005
pipokun,Kimberly,193727,Japan,1327280
エドモンド半田,Edmond Honda,193716,Japan,1489799
Jok3rfrmbk,Lily,193714,United States,1568812
よってぃ,Luke,193583,Japan,2100953
フェレット,Luke,193578,Japan,2282970
PATADA VELOZ,Cammy,193570,Peru,1149501
ぽこんか,Blanka,193533,Japan,1312401
けーじー,Cammy,193508,Japan,4508694
洩矢くん,JP,193475,Japan,778664
RiddlesMK,Luke,193388,Canada,841469
いの村_GG,Luke,193333,Japan,2694220
i-takas62,Marisa,193170,Japan,1221855
Crusher,Marisa,193103,Japan,810273
JordanDGAF,Lily,193043,United States,3575426
ガガゼトマン＠Twitter,Kimberly,193022,Japan,1672888
Bilibili_GM,Jamie,193000,China,1291325
Shakz,Luke,192930,United Kingdom,783832
しょかも,Lily,192904,Japan,889562
Zangief_Dream,Zangief,192887,Japan,770009
shujinnkou,Marisa,192884,Japan,1850001
Shoryu,Dee Jay,192835,United States,1023235
Aigoo,Jamie,192824,Japan,1211427
みょん.,Lily,192802,Japan,1683517
Music4friends,Kimberly,192673,Thailand,819748
サクラバ,Dee Jay,192642,Japan,2054030
ひのこ555,JP,192631,Japan,1307256
sattyan0602,Luke,192614,Japan,1705978
わたぼうjp,JP,192611,Japan,1013852
Azraeel,Cammy,192592,United Kingdom,908594
カボス侍,Jamie,192588,Other,1308519
ちゃたろう,Ryu,192562,Japan,1726586
d_mura,Jamie,192540,Japan,1423354
昼夜逆転の王,Ryu,192523,Japan,2406493
CAGGO1,Chun-Li,192514,Japan,908286
念久良1,Marisa,192460,China,101398
Hyottoko,JP,192315,Japan,921347
GuN__SLinGa,Dee Jay,192301,United Kingdom,1072113
asaki,JP,192283,Japan,2463926
wawon,A.K.I.,192253,Japan,2284468
Okami,Jamie,192195,Brazil,1377157
DuendeCuack,Cammy,192184,Mexico,1073663
I‘mユオル,Luke,192157,Japan,1075922
KiwiBeta,Marisa,191965,Japan,1893759
＜＜拳＞＞,Ken,191916,Japan,917277
Darlin,Ryu,191880,China,2122202
konabe,Ken,191874,Japan,548597
Ativanelson,JP,191815,Brazil,1755621
かっぴーげーむす＠Twitch,Cammy,191811,Japan,837321
Laggia,Luke,191701,Japan,458495
itagaki,Lily,191699,Japan,1610005
ニャンちゅう-SEVEN,Chun-Li,191690,Japan,1351732
uni ウニ,Luke,191645,Japan,751859
NY_Mando,Zangief,191581,United States,2283638
ji_ta,Luke,191512,Japan,1874190
みりゃの,Edmond Honda,191410,Japan,964982
roro,Ken,191329,Japan,334705
poly_owl,Jamie,191320,Japan,1027512
DIVEnDRIVE,Cammy,191314,Canada,1045282
Marvisto,Edmond Honda,191300,United States,380708
Seaperson,Edmond Honda,191207,United States,734398
B站GM,Jamie,191168,China,638924
sevelei,A.K.I.,191125,Japan,1787254
MadHawk,Lily,191121,South Korea,672354
pexmoveman,Jamie,191102,Japan,926971
Smile,Cammy,191089,Japan,1079066
BizzareFGC,JP,191073,United States,2325599
ソニック610,Zangief,191072,Japan,2217177
やくながシ,Rashid,191011,Japan,1388096
太鼓のヒマジン,Dee Jay,190961,Japan,123784
帝国軍志願兵らせん,Chun-Li,190819,Japan,679192
shimomo-,JP,190816,Japan,931160
kiske,Kimberly,190809,Japan,1023106
Cammy,Rashid,190802,Japan,775652
ＢＹ★ＢＥＥ,A.K.I.,190681,Japan,3025551
adrianNY,Guile,190495,Dominican Republic,908969
四万十川清流,JP,190397,Japan,965379
MATSUR1,JP,190395,Japan,1319286
blackbomber-559,Cammy,190363,United States,1254473
"(9d6)(+0,+30)",Luke,190363,Japan,2413475
LegendaryKAD,Juri,190359,United States,1388025
Kou.,Marisa,190353,Japan,315892
knock,Jamie,190291,Japan,801637
たまらん子。(;´д｀)ﾂﾗｲ,Rashid,190276,Japan,903293
ハハハハフハハ,Kimberly,190264,Japan,2823766
MYR_AQuA,Dhalsim,190258,Japan,1919465
tsukasa,Chun-Li,190195,Japan,1060608
GameIn99,Luke,190194,Belgium,1416282
toshiihsot1213,Cammy,190143,Japan,1821883
FoxRain,Luke,190131,South Korea,1137406
Zaferino,Jamie,190127,Other,1578914
NotPedro,Ken,190095,Brazil,1235694
cartezao,Rashid,190060,Brazil,1569752
ナリタトップロード,Chun-Li,190056,Japan,1403397
djbosina,Ken,189993,Dominican Republic,942037
RushGorou,Chun-Li,189922,Japan,2118917
doyanbo,Guile,189920,Japan,1141861
veggey,Zangief,189900,Norway,1223574
Yagami,Kimberly,189867,Singapore,1114349
新宿アゲ番長♪,JP,189832,Japan,1151570
Onikidayo,Kimberly,189823,Japan,1386443
いかへー,Edmond Honda,189798,Japan,1131375
al_cohol_love,Guile,189763,Japan,1265092
Runex,Blanka,189736,United States,1032412
SamSarracino,Dee Jay,189723,Mexico,1441232
Novo_Kaino,Ken,189664,Italy,792690
WednesdayZX,Marisa,189560,Ireland,968855
かけぽん,Cammy,189537,Japan,1675410
Noze,Luke,189531,Other,1317212
Qnel777,Blanka,189474,Japan,1186566
onsns,Jamie,189464,Japan,1929495
Shadepr1nce,Chun-Li,189422,United States,1068495
UMA_08,Ken,189416,Japan,1491762
riri_PC,Dhalsim,189379,Other,781011
Crispe,Chun-Li,189248,United States,1393608
TORACHIN,Cammy,189239,Japan,947990
ー凛とした眼差しー,Luke,189226,Japan,1624500
嬌兔TW,Dee Jay,189174,Japan,1296709
Tactix,Marisa,189163,Canada,1564546
Lu'Cie,Cammy,189151,South Korea,1595070
Ontology,Dee Jay,189136,Japan,1174675
tonkatsu0226,Marisa,189116,Japan,1286926
Frozen,Jamie,189068,Argentina,870428
chiri,Dee Jay,188950,Japan,994370
Afii,Dee Jay,188883,United Kingdom,959268
sawakaze,Lily,188872,Japan,1310300
MIYABI,Blanka,188851,Japan,1071062
Adakaa_pc,Luke,188836,Japan,938592
B站罐罐2333,Chun-Li,188777,China,2028075
shinya_kebt,Ken,188768,Japan,712202
WanderingTayson,Ryu,188766,United States,2211297
naooonn,Ryu,188751,Japan,2550584
MyCammyIsFree,Cammy,188689,United States,994794
b3lLz,Lily,188677,Thailand,1844974
Frankasaurus,Dee Jay,188673,United States,1026142
-YUSA-,Ken,188540,Japan,1210026
EGO コウセイ,Juri,188483,Japan,729704
Quasarxxx,Juri,188479,Japan,1673316
YamadaMisago,Marisa,188434,Japan,818357
bobby_shoryuken,Ken,188345,Japan,1272032
beardedman,JP,188247,Japan,2536406
MIT Honda,Edmond Honda,188230,Kuwait,773405
curemarine,Zangief,188228,Other,1255487
gorori56,Cammy,188201,Japan,1175151
おしきうち,Manon,188115,Japan,1569782
Dookie-PC,Rashid,188106,Argentina,1433704
こうき1118,Ryu,188102,Japan,1274776
Zykles,Kimberly,188085,Canada,1245249
GATAMA,Marisa,187982,Japan,1077203
シリカ水w,Ken,187973,Japan,1004450
Tenteko_Mai,Juri,187884,Japan,1212461
虚無おじさん,Dee Jay,187873,Japan,1380345
あたーう,JP,187831,Japan,1908220
総師範KSK,Edmond Honda,187824,Japan,1454084
Shuto,Marisa,187820,Japan,3592028
たけいし,Cammy,187798,Japan,980155
エンセンカツオ,Ken,187786,Japan,612327
mitosen*iz,Cammy,187756,Other,1541862
IamYourGawd,Ken,187631,United States,2275313
SacoDeMierda,Edmond Honda,187554,United States,1432455
カミヅキ,Lily,187513,Japan,865048
MakimaJing,Marisa,187484,Other,1744668
D.U.S.K,A.K.I.,187483,Japan,1028232
是可乐先动的手丶,Marisa,187482,China,1528114
TIGERS/JIMMY_DR,Marisa,187475,Dominican Republic,666242
DIEちゃん,Manon,187466,Japan,1591335
ＢＢＱ7,Blanka,187457,Other,1815336
ゆーさま/Yu-sama,Dee Jay,187435,Japan,782726
AtayalLin,Dee Jay,187416,Other,1781595
-如花-,Dhalsim,187366,China,1431534
BananaUyuu,Kimberly,187310,United States,590459
HereticMAGICMAN,Juri,187237,United States,844453
Matui,Cammy,187222,Japan,1213496
KUMAPO,Cammy,187200,Japan,1801517
blue eyes,Cammy,187198,Japan,1414930
NoProbTay,Luke,187185,United States,1929131
MTL_Rami,Rashid,187145,Canada,1319519
iOvrthk TTV,Lily,187132,United States,1426330
ten_ware,Juri,187089,Japan,1360213
BIO3,Chun-Li,187062,Other,559423
PeteaVayd,Ken,187027,United Kingdom,828173
yamasaki,Dhalsim,187001,Japan,786674
Godspeed,Ken,186943,Japan,505905
もりさわ,Jamie,186825,Japan,1188522
micz21,Ryu,186794,Philippines,2004156
JPKING,Manon,186785,South Korea,1475263
ランガサミ/rangasamy,Edmond Honda,186785,Japan,560971
Atma_,Luke,186731,Chile,814537
亀ノ助殿,Kimberly,186725,Japan,954958
Eyoko,Zangief,186722,Japan,739726
グルダン,JP,186712,Japan,1111759
BrandonHeat77,Juri,186641,Brazil,1671868
robokoppuTwitch,Luke,186629,Japan,1657301
ピロリン,Ken,186618,Japan,1254446
XYLi,Chun-Li,186607,Japan,617913
ウエモト,Ryu,186592,Japan,2182782
LORD STB,Juri,186576,Egypt,230595
sasaship,Dee Jay,186573,Japan,1643919
まさむね,Juri,186542,Japan,1332963
jivan,A.K.I.,186532,Japan,1664360
WYN_SF6,Chun-Li,186495,China,1954643
Zeno,JP,186492,Portugal,682684
ttv/ElderGoose,A.K.I.,186466,United States,1528313
Mikesy,Ken,186382,United States,1559650
永遠のダイヤ勢鈴木,Ken,186346,Japan,1434825
zonabout,Rashid,186313,Japan,2383295
CoffinJack,Manon,186304,Brazil,1576449
Fitt3dcap,Cammy,186287,United States,1277854
beef_or_bahamut,Ken,186247,Japan,845112
御茶ノ水マリーザ,Chun-Li,186223,Japan,1706831
巧克力辣椒,Ryu,186162,China,4350
ぜんです,Dee Jay,186134,Japan,1572760
Bens,Chun-Li,186092,Chile,1397864
ヤッスー,A.K.I.,186049,Japan,1240646
LOXO,Lily,186039,Japan,4600321
SKZ_SG,Cammy,186026,Singapore,921722
Gamer01,Rashid,185945,Other,1347714
yuckyjerms,A.K.I.,185920,United States,2318885
Lord_Venom,JP,185877,Poland,679071
TheDarkfox,Ken,185830,Brazil,721723
ドラゴンズドグラ,Blanka,185809,Japan,1757369
ARIA,JP,185781,Japan,988395
Pochoclo23,A.K.I.,185755,Chile,1686037
sumo,Lily,185747,Japan,986709
SFM_Mikex,Ken,185747,Canada,638114
COMPLEX90,Luke,185719,Dominican Republic,1897392
CroixFGC,Zangief,185575,Chile,1706666
TKR__,Chun-Li,185541,France,545949
娴言菲语,JP,185512,China,949324
AJuiceman,A.K.I.,185482,United States,1225678
えるぜっと,Luke,185480,Japan,1659218
SNB Fujimura,Ken,185434,Japan,1766169
ギガゾンビ,Blanka,185430,Japan,1309187
takasibot,Luke,185419,Japan,658352
秋（しゅう）,Guile,185419,Japan,5587856
Mataoja,Edmond Honda,185243,United States,754882
uma08551,Chun-Li,185128,Japan,1504746
XIAOKOU,Dee Jay,185101,China,1651050
YuZhouRen,Marisa,185064,China,894943
aisukng,Edmond Honda,185019,Japan,1004149
Mister__BonoTTV,Guile,184993,Other,1444616
mizuki1121,Guile,184987,Japan,1099051
uriuri,Marisa,184986,Japan,1273692
Tourniquet,Marisa,184910,South Korea,1444377
Mister Crimson,Dhalsim,184882,France,1332409
Tonbo,Marisa,184882,Japan,1174884
maimaiken,Ken,184881,China,1044166
おふぜろ,Marisa,184851,Japan,1728567
KEE-ROC,Juri,184808,Japan,1127127
_OST_,Chun-Li,184806,Japan,925359
HumanbombPC,Ken,184802,Other,729864
Hijiri,Ken,184779,Japan,824561
Dagger_G,Guile,184693,United States,1933806
Psycho Crusher,JP,184592,China,821624
Im0A0,Luke,184541,Japan,956170
enui,JP,184500,Japan,1392328
すてきなさんにんぐみ,Juri,184466,Japan,2112413
FIRE,Ken,184424,Japan,1851671
itsbernardsew,JP,184400,New Zealand,1197368
Solo_Elvis TTV,Juri,184361,Dominican Republic,2118267
jbsn01,Juri,184341,China,1328411
RileyFGC,Chun-Li,184339,Mexico,1524587
hemantou,Guile,184335,Other,684635
FiveJaw,Ken,184318,Switzerland,1351141
SHIDZUKI,A.K.I.,184275,Japan,1277376
ZINGI,Dhalsim,184268,Japan,987663
Dual_Kevin,Rashid,184260,Peru,1338906
Dončić,Manon,184229,Slovenia,1873889
KEY_,JP,184197,Japan,1646105
ばばばるじ,Cammy,184122,Japan,1006161
IBSG_Kakeru,JP,184120,Japan,1985453
AOKIAKIO,Edmond Honda,184057,Japan,779557
サクラバ,Lily,183998,Japan,2054030
Zealum,Manon,183997,United States,1624317
sousuke,Jamie,183925,Japan,1735700
yahara,Blanka,183914,Japan,1794589
abao014pc,Guile,183881,Japan,1049772
puuuneko,A.K.I.,183876,Japan,924159
HeiMeiLing,Cammy,183869,China,949425
ぴゅあさん,Dee Jay,183864,Japan,1663201
Fears,Dee Jay,183804,United States,277088
akimo,Marisa,183760,Japan,1140055
ProfessorSquall,Dee Jay,183715,United States,912204
すぺふぁん,Cammy,183699,Japan,1805294
soooo,Luke,183660,Japan,714557
Chambee,Ryu,183623,South Korea,1503392
たくみん,Luke,183583,Japan,2099659
itsodarkoutside,Ken,183576,United States,1161671
ssss,JP,183562,Albania,839571
Sei_sf6 twitch,Luke,183549,Japan,1986986
Juned,JP,183461,United Kingdom,1016514
よっさん,Juri,183457,Japan,1802658
本まぐろ,Ken,183430,Japan,1674738
Rila,Cammy,183353,Japan,1286383
higecop,Edmond Honda,183321,Japan,1533105
RUFIANmx,Blanka,183312,Mexico,1114801
NOV777,JP,183308,Japan,599597
LOXO,JP,183267,Japan,4600321
チカチカシャキン,Dee Jay,183259,Japan,820960
3366,Chun-Li,183257,Japan,1491987
kurapop,Luke,183251,Japan,2497334
taira,Chun-Li,183233,Japan,1689225
わたぬき_41.Twitch,Cammy,183199,Japan,1244896
sayu,Lily,183188,Japan,1217495
そんちょう,JP,183135,Japan,1449301
Old_Tiger,Dee Jay,183097,South Korea,937768
mos505,A.K.I.,183069,Japan,1893819
ehai,Chun-Li,183064,Canada,1482859
スパオー,Edmond Honda,183046,Japan,776890
おでんくん,Kimberly,183038,Japan,1186361
AlexMyersFGC,Chun-Li,182993,United States,591871
utakarta_u,Cammy,182966,Japan,1696876
Mach_Go,Lily,182963,Japan,1753758
くびちょり,Juri,182958,Japan,785162
RSAPcGamer,Kimberly,182948,Brazil,1576687
seaca1582,Ken,182943,Japan,2765180
東京の名店,Ken,182924,Japan,1253099
MachoorTV,Ryu,182896,Oman,1160973
kazuyasyan,Rashid,182869,Japan,2243878
NOURYU,Guile,182860,Morocco,1244116
PacmanJT,Cammy,182844,United States,2997229
Raycle,Ken,182823,Japan,584965
CFN Good,Cammy,182817,United States,963261
水疗战神,Edmond Honda,182812,China,747949
Frenzy,Kimberly,182772,United States,1790724
バーバヤーガ,Marisa,182734,Japan,774066
Talenti,Chun-Li,182729,United States,2316666
eeeiji,Rashid,182694,Japan,1168178
Libbro,Marisa,182683,Italy,748010
bkwaison,Cammy,182564,Other,1483564
やんそん,Marisa,182518,Japan,848734
お魚さん,A.K.I.,182482,Japan,707699
力こそパワー,JP,182471,Japan,1001744
Valwing,Manon,182433,Germany,1126358
HIKARU_ssbu,Chun-Li,182303,Japan,1846706
メジエン,Blanka,182282,Japan,1833309
早苗から貰った大事なMRすわぁ,JP,182280,Japan,610630
あけおめ戦士,Kimberly,182241,Japan,1633351
皆投芭罔流蟹仔,Lily,182164,China,1142050
エチオピア,Guile,182161,Japan,1742994
Psychotool,Luke,182153,Guatemala,1617378
CdAkai,Manon,182127,China,930821
PC6Akira,Cammy,182117,Japan,1290333
vega007,Edmond Honda,182111,Other,1506964
RyUPoYo,Zangief,182072,Japan,1470208
Kazari0226SF,Juri,182062,Japan,981328
spikun,Cammy,182021,Japan,936602
Lalo,Guile,181953,Japan,999362
DSaakiG1,Dee Jay,181918,United States,1455817
ニコラ介,Marisa,181885,Japan,1988078
ざかぜっと,Lily,181885,Japan,1647721
TK_hiroようつべついっち,Jamie,181863,Japan,1336016
ひやしあめ,Ken,181809,Japan,1389834
emptysys,Lily,181762,Zimbabwe,1318051
Pedroo,Blanka,181756,Singapore,879798
RLRR,Dee Jay,181717,Japan,1185162
ずくどもん,Blanka,181701,Japan,757111
31歳中卒童貞引きこもりニート,Ryu,181681,Japan,1586754
icehot77,Chun-Li,181679,Japan,1924240
bonju,Luke,181671,Japan,1141918
yoshi,Cammy,181607,Japan,1693518
Shian,Luke,181604,Japan,1772539
skyline,Ken,181578,United States,1529772
Super makiyakun,Chun-Li,181573,Japan,926143
ぽこぴーはいいぞ,Chun-Li,181562,Japan,588238
KDB!,Ken,181535,Japan,784559
えるにあ,JP,181513,Japan,1024227
YANGMIAN,Luke,181507,China,79657
野生的淡水人 Tamsui,Guile,181507,Other,1518849
orangeinn,JP,181412,Japan,1315580
あるぶら,Blanka,181321,Japan,1542022
AutoMattock,Jamie,181303,United States,1726325
梅原あなたを倒すため進み続ける,Ken,181252,Japan,1495292
BLACKNABIS,Rashid,181247,South Korea,2614320
dote,JP,181236,Japan,1213618
Niel_,Juri,181210,Brazil,881971
Mr.Wolf,Jamie,181173,Italy,1100538
NovaChrono,JP,181088,Brazil,1458746
らり太/Lalita,Luke,180989,Japan,838250
Fi3r0,Guile,180962,Mexico,312845
たび@YouTube,Lily,180937,Japan,532354
VicinalCorgi,Luke,180922,South Korea,1882593
gyc_aza_belmont,Kimberly,180864,Mexico,868186
Tekkyu,Blanka,180827,Japan,773625
Cafe,Jamie,180771,Japan,1555785
ITK_itsukick,Dhalsim,180767,Japan,910601
thiaguinhor9,Cammy,180762,Brazil,1541479
-kenta-,A.K.I.,180759,Japan,1528362
fun0314,Kimberly,180756,Japan,2149247
エル・アフロディーテ,Juri,180756,Japan,32487
Sunny,Guile,180746,Japan,1111907
だいわ_,Guile,180728,Japan,1366590
民谷伊右衛門,Dee Jay,180697,Japan,1105477
ランクマッチニキ配信中！,Ken,180681,Japan,1216690
-YASU-,JP,180647,Japan,2587446
dekunomi,Marisa,180609,Japan,1073857
小6の双子(兄),JP,180563,Japan,269373
快楽騎士,Edmond Honda,180557,Other,1525465
Esmeralda,Juri,180510,Japan,698001
raidokiru,Ken,180501,Japan,3513918
ALGONQIN,Kimberly,180452,Japan,866731
URIEL VELORIO,Ken,180365,Mexico,1405073
ZeeusInimigo,JP,180258,Brazil,828306
misimaruk,Ken,180132,Japan,1229967
tsumugiZ,Jamie,180129,Japan,1310660
ほーりー,Cammy,180122,Japan,896578
JP Ruined SF6,Ken,180112,Albania,1090913
福岡のレッドドラゴン,A.K.I.,180079,Japan,454996
そぼろんぐ,Edmond Honda,180078,Japan,2445234
EGO | hishow,Ken,179877,Japan,1796921
kakaroto,Dee Jay,179876,Japan,405028
MUKOU0911,Juri,179869,Japan,1056611
DanteSong,Cammy,179849,Other,496234
Surume,Jamie,179815,Japan,805972
KAZU0045,Marisa,179803,South Korea,1196860
SUSU,Kimberly,179760,Japan,1299049
しんぺー,JP,179706,Japan,1781119
TtvCalansatsu,Jamie,179700,Brazil,1139303
Alemao,Ken,179695,Brazil,650297
50en,Rashid,179691,Japan,1534194
midonyanG,Ken,179639,Japan,1066809
Trinibattousai,Chun-Li,179594,Trinidad and Tobago,820714
jeondding,Kimberly,179567,South Korea,818790
sopieOP,Jamie,179475,Japan,1434962
ムフヌニス,Dee Jay,179422,Japan,975148
BILLSDESTRUIDOR,Luke,179363,Brazil,1223352
NMZBOF,Luke,179362,Nigeria,1513755
こひなた,Lily,179304,Japan,1298577
コブダシ,Kimberly,179288,Japan,1945469
Audio33,Ken,179253,United States,1338879
あきら730,Jamie,179223,Japan,1654644
Freeseff,Jamie,179211,Canada,1519251
さきもり,Guile,179151,Japan,1074650
chichimon,Lily,179101,Japan,1023049
kanp,Ken,179079,Japan,2024948
土屋 翔,A.K.I.,179070,Japan,1210318
Kerplunk,Zangief,179038,Chile,1215718
佐川睦夫,Ryu,179011,Japan,1798869
